"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127" "V128" "V129" "V130" "V131" "V132" "V133" "V134" "V135" "V136" "V137" "V138" "V139" "V140" "V141" "V142" "V143" "V144" "V145" "V146" "V147" "V148" "V149" "V150" "V151" "V152" "V153" "V154" "V155" "V156" "V157" "V158" "V159" "V160" "V161" "V162" "V163" "V164" "V165" "V166" "V167" "V168" "V169" "V170" "V171" "V172" "V173" "V174" "V175" "V176" "V177" "V178" "V179" "V180" "V181" "V182" "V183" "V184" "V185" "V186" "V187" "V188" "V189" "V190" "V191" "V192" "V193" "V194" "V195" "V196" "V197" "V198" "V199" "V200"
"1" 1 0.0136277108174584 0.00437676028805632 -0.0151132140702211 0.108366726537967 0 -0.00450398035299719 -0.00256852132578453 0 -0.0275470979339351 0.00611568395070685 0 -0.0122877012597556 0.00534613044524342 0.00876875615397287 0.0332129856209256 0.00340535261496478 0 -0.0480259187534936 -0.00793954274565149 0.00999231363704687 -0.0101029015923733 0 0 0.0413720069276857 -0.0114232967552115 0.00337173963163137 0 0 0.0510485330194211 0.0243179861523174 0.172096850632338 0 0.0307662466230504 0.268637783123067 0.0222841421670374 0.30616689956408 0.00569263279476733 0.0911745260583458 0.0128414660600999 0.0427404851207384 0 0 0 -0.0255315883727588 0 -0.0243095094195722 0 0.205464380675712 0 0 0 0.191382215415999 0.157456367691216 0 0.0474630461473957 0.0126287909315657 0.257095861742761 0 0.00496317311438734 0 0 0.00275409292917721 0.117630987996129 0 0.0980496117302774 0 0.00125949956941537 0.30488614188055 0.00501315090158313 0 -0.0116260586359511 0.123620196083695 0 0 0 0 0 -0.0181143285406889 0 0 0 0 0.0251754869059976 0.0354502913083084 0.00795651306264974 0.127874289728746 0.0355810537222431 0 0.154567325476428 0 0.0296721124976141 0.158571484903954 0 -0.0506807897694868 0 0.0357408029263634 0.0606626498808441 0.0141702032730657 0 -0.0281524915352857 -0.0303055935390218 0 0 0.00560305682411397 0.019640950756911 0.0115801130339808 -0.0377091689238847 0.0500750918210583 0.0032755904693156 0.182639043911002 0.00970146992955878 0 0.0146838660448964 0 0.144474262579476 -0.0384322385996349 0.00740241040118557 0 0 -0.0382513020765957 0.011445749341876 0 0.0187456707946626 0.176007764023908 0.0201726862647389 0.000468823197443138 -0.00759576907039439 0.00445303209291289 0 0 -0.00684703476390565 -0.0224632321588408 0 0 0 0.0341588635718641 0.162772004344759 0.167998422894862 0 0 0 0.0321806395186051 0.0177522803046276 0 0.00990130977558831 0.0379923845754473 0.0166728397010604 0 -0.022901379091409 0.220143389068409 0 0 -0.226563211162403 -0.000577939506698271 -0.00757341318893072 -0.0160442434210243 0.0182870795243854 0 0 -0.0106977276465846 -0.0200886126361604 0 0.00477343816991943 0.00360431937968574 0.0546607512014408 -0.0345123610214723 -0.0309204171094166 0.109359987626075 0 0.107754223954179 0 0 -0.00580185130503994 0.195675767007192 0 0.0178698218836267 0 0.025694889676507 0.0558358068407715 0.110184719999108 -0.0127530574597854 0 0 0.167347137706732 -0.0128354117901146 0.00446623621325922 0.150964806948651 -0.00961840938904463 0.174475533762071 -0.118795863732428 -0.228235648080089 0.0331387416842314 -0.0102446966960943 -0.0312900934205633 0.00919843051283068 -0.110227648623072 -0.0617631239018454 -0.149478473618947 -0.0463395128397897
"2" 0.0136277108174584 1 0.166640220099217 0.183605229328213 0.190859303776719 0.0244477218372624 0 0 0 0 0 0.0117224893566898 -0.00915242781446586 -0.0530289949835406 0 0 -0.0273695748082015 0 0 0.00871417900857624 0 -0.00157724342638616 0.0216226512436191 0 0 0.000559639739905721 0 -0.0352118058660888 0 0 -0.00309135068658639 0.198973710811694 0.0376401423641448 0 0.0260353978604407 0 0 0 0.166202633562799 0 0 0 0 0.0148894793821858 0 0 0.0148541194869406 0 0 0 0.018135521314313 0 0.0251833626655676 0 -0.0397936324339883 -0.0159731301345135 -0.0326095875504036 0 0.0329973743278261 -0.0356381356664465 0 0 0 0 0 6.94989705547842e-05 0 0 0 -0.0273976555868478 0.0256366460255401 0 0.215708557589181 -0.0136471661952704 0.00980057665958113 0.132034514237929 0 0 0 0 0.015407175034594 0.0379301072613607 0.00301249700754616 0 0.186309760182946 0 0 0 0 0.183051171698803 -0.00293973274055184 0.014237401810402 0 0.146467377972184 0 0.0132849760777757 0.0505352403796248 0 0.0243050466805339 0 0 -0.0153050242518209 0 0.19543737133625 0 0 0 0 0 0 -0.00875713464540347 0 0 0 0.191927105681288 0 0 0 -0.0049139448169559 0 0 0 -0.0108344688102637 0 0 0 0 0 -0.0457539735160863 0 0.0185278873194808 0 0.0184697569894185 0.0214718048551698 0.0450888048468118 0 0 0 0 0 0.194827203936973 0.0744697472587861 0.0752388278520384 0 0 0 -0.00254216252318838 0 -0.000538045047057286 -0.0145650977718225 0.0202140818765284 0.0124149269571687 0.0115915292793988 0 0 0 0 -0.0278793768833458 -0.00571794019439925 0 0.143108054361315 0 0 -0.194779220393551 -0.222135922126112 0 0 -0.238069627985365 0 0.199617070248691 0 0 0 0.0382555770443476 0.0368285932196435 0.0334037713996153 0.00289662344538094 0 0 0.0526522786208852 0.0191806405217401 0 0 0 0 0 0 0 -0.0141476231180856 0 0 -0.13137823758905 0.0358223909618814 -0.00342599960184451 -0.0132742496557786 0.0295671404605184 -0.239576791272931 -0.17908920670433 -0.242664296889321 -0.230849851571537
"3" 0.00437676028805632 0.166640220099217 1 0.289862404134246 0.216057987647877 -0.0468478476362958 0 0 0 0.0152247731092938 0 0.00289759039584337 -0.0111455319133282 0.00946639424304451 0 0 0.0138165342504273 0 0 0.0238060670309584 -0.00799634013483438 -0.0521980324103505 0.011284772945711 0 0.000936959529892375 0.0673901472397475 0.170380381323717 0.183776017142565 0 0.0191722000795815 0.317003872940793 0.269637197146374 -0.0159594114973731 0 0.168548489976163 -0.0275364204347205 0 0.033131499518204 0.215216118173842 0.0558823765470471 0.200849885209124 -0.00913010347422868 -0.00968495869448294 0.157899071365622 -0.12574346844946 0 0 0.271202936226977 0 0 0.193690876177769 0 0.011653965943361 0 0 0.0475583051280192 0.0253332794434839 0 -0.0209523057463122 -0.023306410888507 0.0625288288671703 0 -0.00462326979896445 0 0 0.153762622655725 0 0.0172375622293712 0 -0.00137298991367556 0.0103550087320428 0 0.28270266230334 -0.0380767265517405 -0.00587231154611465 -0.00753597345678261 0.128005364052816 0 0 0 0.0320707614076873 -0.014129161647462 0 0 0.0120847668191487 0.186797807160157 -0.00158154175604811 -0.000878314340427591 0 0.0546364754271508 0.0518342013259656 -0.00955922675671392 0 -0.0365058036892432 0 0.00440988901725897 0.215322735579431 0.215563687068607 0.217696878862301 0 0.128953473120464 0.00483780363076712 0.270951831128529 0.244868128275629 0 0.243004195527944 0 0.212117284492522 0.119240798669855 0 0.000445627322708497 -0.0205965073111197 -0.00463805325334133 0.152627358962494 0.0305018465542857 0 0 0.00896789977611215 -0.0211256707154341 0 0.00927367469375948 0.0478738507052734 -0.01455303583941 0.00992329209339112 0.105731963267065 -0.0217800110742479 0 0 0.00218305301021703 0.00541165596603418 0.167246060879831 0 -0.160217768848001 0.0159297959913941 0.0104100790001367 -0.00829400503779864 0 0.161025425665803 -0.0317899067654412 0 0.265660589386098 -0.0209930116421883 0.152893649914471 0 0 0 -0.155934865084605 -0.0121403336525394 0 -0.0347350659353026 0.000675854288399777 0.0289702467351833 0.0169540766864871 0 0.0353766796218849 0 0 -0.0358359910606311 -0.0163356719617557 0 0.117127038301712 -0.0296093481132377 -0.153646745630603 -0.259625737335428 -0.157473845968844 -0.174518942848993 -0.213712347884294 -0.189818410252323 0 0.158996866900782 0 -0.216333548779963 0.115707068665053 0 0 0.0336577593512635 0.0111405487087633 0.0861960375121021 0 0.156247081004601 0.145540882947061 0 0 0 0 0 0.0854588791327045 0 0.0295680674887419 0.209966657062845 0 -0.180021710012391 0.277420671920033 -0.00140842737213235 -0.0652478503258894 0.176096068381823 -0.217794335105445 -0.165488847409464 -0.192621587744076 -0.186970207579501
"4" -0.0151132140702211 0.183605229328213 0.289862404134246 1 0.356512229342531 0.0493811855831397 0 0 0 -0.00328834107683939 0.0297220735472518 -0.0156493268117331 0.0555985799128585 0 0 -0.0307017462524645 0.0579798971170842 0.0209995488597874 0.0104692748781307 0.0485577830295008 0.0164351472928806 0.0423866267203293 0.00238721439940073 0.176579108019267 0.00109110249803389 0.124810132082053 0.210850609601745 0.205398384261016 0.124691364520033 0.14773344283348 0.26870827210621 0.237638264430656 0.00140474732309173 0.209936988547021 0.244191545413749 0.0110429854325876 0 0 0.367980214376271 0.0453641580753818 0.278878814459718 0.0544053496212496 0 0.271686326495351 -0.230057225441143 0 0 0.17187634721702 0 0.23909869911369 0.196051376211766 0.10250661126787 0.221917069267842 0 0.0325470448861899 0.16581086541845 0.0615428830535689 0.173758089906126 0.150220542538959 -0.019177119721121 0.176030328056417 0 0 0.126837339363049 0.206258338110089 0.169820890359647 0 0 0.177108200687188 0.0247943681356622 0.126514763018943 0.121035039606182 0.309155836399673 -0.0124505783366138 0.0498775158373043 0.110898307896902 0.239282542745699 0.266345377245211 0 0 0.0597733338085353 -0.00136842092729582 -0.0394421258891718 0 0.222390839359567 0.223012748441202 0 0.123618045820133 0.135014810581721 0.213335405649066 0.339724760185676 0 0.142330614389912 0.0912505432198194 0.171145954393815 0.0906897090514584 0.251395481189535 0.218063256961619 0.323075411016219 0.217288260059749 0.212839924604081 0 0 0.225902268571033 0 0.233941064746773 0.0144800285766654 0.187900282177474 0.140728136525339 0 0.0576086014027085 0.013354213822907 -0.021729584461699 0.112804297703577 0.162555010313007 0 0 0 -0.0121328753190239 0 0.0289471067343071 -0.0683522744129604 -0.0199801073979289 0.0197419767199244 0.147531070205608 0 0 0.0452449068500352 0.0234475408579091 0 0 0 -0.02605157662892 0.140131663105284 0.147714919351108 0.0930949543076776 0 0 0 0.166938504788662 0.239174083710796 0.0194360412883489 0 0.219262009592921 0.268752640579786 0.120531820318222 -0.175365489747986 0.0512454526109936 -0.0145317346691961 0.0519498822187673 0.193198105478438 0.0383954529562636 0.167325751604525 -0.0107741360128092 0.138492972005277 0 0 0.0553545644464082 0.0592221237345233 0.187989803189972 0.142977454107861 -0.00654896347661207 0 -0.269566944737304 -0.188464475857205 -0.164291735725863 -0.182888537163502 0 0 0.197748497095839 0 -0.233550279290471 0.149191126632504 0.21344545577155 0.413132429410101 0.234087760648691 0.165189345843564 0 0 0.195036901596447 0.170481898971696 0 0.258402594377093 0 0.204307134138852 0.154681868950356 0.216955471011787 0 0 0 0 -0.260274709539759 0.265136395119375 0.161803943939905 -0.142867887481957 0.292585865647168 -0.254859152800559 0 -0.20992204820045 -0.195437810021296
"5" 0.108366726537967 0.190859303776719 0.216057987647877 0.356512229342531 1 0.0179704516553593 0 0 0 0.00745633745814165 0.0406449988255533 0.00953647233562381 0.0155214351915027 0 0 -0.0333152293102709 -0.0440138321051372 -0.00390743782620041 0.0344419478480897 0.00320329804706714 0.0131035654199914 0.00586207122197249 0.0239102148183692 0 0.0200593828383603 0.0393185081258264 0.167571117121425 0.0428902832800685 0.0164043960175144 0.00922751569247234 0.22248694378102 0.187420666927336 0.139666075619685 0.124076794088731 0.204450544571837 -0.00807877482360468 0 0 0.183077508855053 0.128575498048819 0.156846734428133 0.0270850946883999 0 0.307257277473096 -0.15155748358185 0 0.0950734054386837 0 0 0.154530008459077 0.127333949787545 0 0.216534004241194 0 0.0429353918811797 0.157851621294203 -0.00701441787222888 0.0338201931664637 0.133857210333822 -0.0333778621311299 0.164285329446868 0 0 0.127008561570049 0.135612688844116 0 0 0 0 -0.00187047210401003 -0.00915322225910857 0 0.260311866625531 0.0165886104098126 0.0986319881781153 0.0157394475733486 0.138599195127573 0.223911168942734 0 0 0.0448466050067909 -0.0136511368559587 -0.00595402696261743 0 0.191741102633873 0 0 0.168847964026051 0 0.200126889135801 0.225462983238205 0.0479434806937323 0.19305603268496 0.0306394725762813 0.0482526746303748 -0.0183064865882594 0.208716365947063 0.142548570074218 0.170703118020611 0.209165818858993 0.164218698550121 0.0098093346422592 0 0.109740834481529 0 0.160913069719395 0.113258627567843 0.0608120707434031 0.0298997601082799 0 0.0654748889868215 0 0 0 0.145249823293377 0 0 0 -0.00186242749409373 0.131455386002457 0 -0.0318456172309702 0.0194828342690983 0.00679400993084419 0.170192100433754 0.015383792969408 0 0 -0.0073660311725401 0 0.178427848908115 0 -0.0112349931357514 0.205233239443781 0 0.122726950058098 0 0 0 0 0.190149020756802 0.0539341529919441 0 0.28819340778908 0 0.0737267113207421 -0.0369126430348344 0.0107233157914205 0.0604377267258036 -0.00640768666798584 0.215603757722533 0.15174854911216 0.145020494444019 0.021411802203853 0.00417394222160163 0 0 0.0471429075072322 0.0266173135160886 0 0.0886655416966309 0.0326986657651403 0 -0.282169241048707 -0.181016106759125 -0.18231099252599 -0.129702990235876 -0.138168722979006 0 0.211254859072287 0 0 0 0.195326356013908 0.268659267643153 0.154360200777748 0.0564027834292561 0 0 0.21443205150736 0.118963572817567 0.175428186159431 0 0 0 0.162610484685754 0.192092787868274 0 0.126141601713456 0 -0.23094620640031 -0.274634423084974 0.301179196154739 0.0619544383407348 -0.175983428180354 0.21808448471256 -0.236045885148012 -0.201255923837251 -0.240958299197909 -0.229639805939356
"6" 0 0.0244477218372624 -0.0468478476362958 0.0493811855831397 0.0179704516553593 1 0 0 -0.0241064828048511 0.00175953464809111 0.0310088750095582 0.0316894244783188 -0.00382505910008829 0 0 -0.0268264779267256 -0.0198129665713398 -0.0141024529954883 0.0169907256290191 -0.0359791046690106 -0.0215157500868094 0.0399861231202285 -0.00277481872215912 0 0.0077341064315041 -0.225490963408389 -0.0218237329594623 0.0312463255599144 0.152850093038591 0.323720756865852 0.0419446572444716 0.0978452319831398 -0.000991477677726786 0.0268574870898863 0.0859512830936204 0 -0.0297565975990993 0 0.00229711973968845 0 -0.0080285678381296 -0.0138538313146609 0 0.012852712744386 0.373560377972811 0 0 0 0 0.210536708522608 -0.0223861483212318 -0.165550972446741 0.0354169199338557 0 0.0131760622349792 0.158545210238597 0.292127238025902 -0.0151283400733118 -0.00756753957709254 0 0.36972633901118 -0.0326070616763585 -0.0246151658357484 0.167404618872913 -0.0443716446039727 -0.0242068747196926 0.125168206241215 -0.0149801225452344 -0.00330977148861892 -0.0105292177829116 0.284623550478604 0.104138814379043 0.177673523405498 0.168455232294848 0.0228929530641105 0.234204650525483 0.0248858945152372 0.268370394102764 -0.017831394336229 0 -0.00128471439373652 -0.0162152821827828 0 0 0.0189255480014095 0.101286131820004 0.0115949393524026 -0.0272614398429643 0.110952057107297 0.0294999775705535 0.148602674764371 0.14877796745625 -0.0194067530762277 0.136149463678322 0.139589595041837 -0.0362618961913619 -0.0215408775448062 -0.0173976677120747 0.0482703940778037 0.0267719809397822 -0.0182475773490204 -0.187197811890475 0 -0.0350061157831659 0 0.0715253264011039 -0.00441311866660841 -0.215164462349815 0.0697728553259662 0 0.13546935875037 -0.192573516916256 0.201506195473285 0.00720618761571565 0.103481968203448 0.0100602299664786 -0.0119801595699914 0 0 0 -0.1478727568594 0.162590776474913 -0.179314314266439 -0.186034052608479 0.00876585063544484 0 0 0.0545204433124763 0.109434482617143 0.026949109266323 0 0 0.391491280789843 -0.0274183882403173 0.0152367668735435 -0.0222698298154949 -0.0154889438707822 0 0 0 0.0318129013025632 -0.147398958788784 0 -0.0234106100027933 0 0 0.23807804096497 -0.168960340235592 0.018250948862383 0.428667606946535 0.123751159831017 -0.0354163080232073 -0.0149855566483307 -0.160089388668587 0.0480354915765445 0 0.00595998781228626 0.0924456013013135 0 0 -0.166741519537326 0.517933829678337 0 -0.00931415769387984 0.0287481111429357 0.0398398809252979 0.0223749094359823 -0.0218571521405292 0 0.000864972510851263 0 0 -0.00893398832663633 0.0101742103406339 0.0769928655769674 0.0121516762215964 -0.00416807921279469 0.0413396914156943 0 0.0331551178899557 0.0341099002621853 -0.0400617125627541 0.0245907082956923 0.0713693305134929 0 -0.0014328283853344 -0.0135720753823371 0 0 0 0 -0.0239573675590523 0.00341816250630403 0.0457529161384003 0.0273050285237007 -0.00573169758727262 0.0132484024587871 0.0381207551038745 0.0106044926176275 0.0264308943764794
"7" -0.00450398035299719 0 0 0 0 0 1 0.215364192100105 -0.00172558003633127 -0.00133219576146845 0 0.0172447377904744 0 0 0.0192785299744699 -0.0269243663105114 0 0 0 0 0.0345717935801425 0.0292119331107958 0 0 0.00403251297814942 0 0.0113991495120133 0 0 0.00995281913288604 0 0 0 0.00327396010638199 0.00131392090111106 -0.00961695413877635 0.0214611817950991 0.0935929378829424 0 -0.000144182013288345 0.00799935600110615 0 0 0 -0.0238115227209718 -0.0120696771295742 0 0 0 0 0 -0.0179950476588788 0 0.0243138772696281 0 0 0 -0.00608306758233619 0 0 0 -0.00991336238995496 0.0139869634447488 0.131816231336949 0 0.0018451560762629 -0.0260612817461671 0.128401522265077 -0.00853863293548493 0 0 -0.00135048900002905 -0.0312092554029597 -0.0193199152800721 0.022186899111833 0 0.00906844328353341 0 0.0176991401691119 0 0 0 0 0.128186686785244 0 0 0.0276346429661566 -0.00161653769652724 0 0 0 0.015110435152706 -0.00564054500089181 0 0.00808669389699657 0 0 0.00140010439993439 0.0117963419234163 0.0100576431713721 0.0156299967099642 0.185498469876913 0 0 0 -0.023767436380182 0.0269434332559402 0 0.0194612656814965 0.00344790831463196 0 0.021322233941669 0 -0.00286877571733394 0 0.0109526975019515 0.0126621716659808 0 0.00706525491840892 0 -0.00759847614353633 0 0 0.00039024164011995 0.023558655892496 0 0 0.00861516280548902 0 0 -0.0127685742028633 0 -0.000350068449136736 -0.00856233181102958 0 0 0.0147268224988483 0.0171787167499387 0 0.00868873943327209 0 0 0.00331049913347755 0.0072458003301983 0 0 -0.00563581522595696 0 0 -0.00833808610054101 0 0 0 -0.00447154363245993 0 -0.00767103536391848 -0.0132465312130696 0.138324388704658 -0.00143899325662573 -0.00310698688112306 0.00286361461628434 -0.00464444646472194 0 0 -0.000600758999231292 0 0 -0.0184825426045136 0.127793080883885 0.0562520798936026 0.0271895305620863 0 0.0206409051864732 0 0 0 0.136480577399174 0 0.0331646561536741 0.132018515677077 0 0.0113384735063851 0 0 0 0.0302467038362543 0.0121756258920736 0.128414746713499 0 0 -0.0247321295995913 -0.00468808963134219 -0.0152281379070022 0 -0.123053287649561 -0.0174418923330168 0.00566535253801233 0.00180961759537886 0.0207181956467049 0.011039048038483
"8" -0.00256852132578453 0 0 0 0 0 0.215364192100105 1 0.00442540660669659 -0.00232743551221242 0.0064525643838142 0 0 0 0.0178643815601573 0.0194946498840041 0.0188914658755698 0 0 0 -0.013321815159901 0.0261643161585856 0 0 0.158698129611711 0 0.133838954597548 -0.0330442625729034 0.0291039995247625 0.0102500462397156 0 0 0.127160568488707 0 0.0356389489259905 -0.015818625837085 0.212880295273236 0.0183911413727579 0 0.0518295975708009 0 0 0.0073828210624883 0.0191341274527702 -0.152165231096295 -0.0194507349749851 0 0 0 0 0 0.0179812153721088 0 0 0.00983059169859313 0 0 0.0223141045722505 -0.0175145428533246 0 0 0.0145204306201121 -0.0177545892151477 0.0062171159847262 -0.004435650401229 0.194074335823755 0.14154081628425 0.0272151485370951 -0.0163078336413416 0.0125826190545622 0 0.0116979844408033 0.0439689124181689 0 0.0108604884583435 -0.190647035030521 -0.0106611599020475 0 -0.00806204278859918 0.00143928007210291 0.206364121729781 0 0 -0.0135359534321881 0 0.0171844617527255 0.0425886648529627 0.0389980675077097 -0.0190929169555789 0.0140839984425075 0 -0.0151303587175751 0 0 0.0272407291088731 0 0 0.0376399800087331 0.0244962460883695 0.0202702797453376 0.0231208167300471 0.0256775234874851 0 -8.05865164951107e-05 0 -0.016546577235244 0.00067701981037958 0 0 -0.00977093667472987 -0.152694924779971 0.156419892711241 0.0141539050204933 -0.0407992130344522 -0.00198546635043575 0 -0.00782055156284936 0 0 0.00748501304732839 0.0245000801270968 0 0 -0.0339416053950646 0.0520752257664247 0 0 -0.0185474905734602 0 0 0.0025903193755377 0 -0.00245681464298767 0 -0.0111370871986807 0.0179582096957059 0.0293402618329368 0.0210105485707742 0 -0.058926257592899 0 0.154381717707284 0 0 0 0.0355109573930304 0.0198435137196229 -0.00692734065728486 0 -0.176661959228262 0 0 0 -0.162908102829534 -0.0413051194106362 0.00591873267404713 0 0.0189894543555332 0 0 0.000927883194053271 -0.0276545471193714 0.00603645346195059 0 -0.0173501452442646 0 0 0 0 0 0.131195881417597 -0.0893015819498967 0 0 0.116206116252729 0 0.0540906825692832 0.00983404441820318 0.0223401810037012 0.116153122296924 -0.0255902601157104 0 0.083247455298258 0 0 0 0.0257916077687933 0 0 0 0 -0.0219702378455199 0.0271364006523454 -0.0173823998092223 -0.17139699488836 -0.00152488819952645 -0.0226893884590932 0.00593920677035458 0.0216456636267543 -0.020125677399175
"9" 0 0 0 0 0 -0.0241064828048511 -0.00172558003633127 0.00442540660669659 1 0.00604928144140008 0.241287356400222 0.225157911760732 -0.00118588784725353 -0.00627996271665051 -0.0151043309345488 0.0267404149704083 0 0 0 0 0.000781402423523033 0 0 0 -0.00361508012846598 0 0.0189483973374073 0 0 0.00447288207958996 0 0.00304525120962773 0 0.117602426576433 -0.0154578313579028 -0.0139611313875981 -0.00797401099964183 0 0.142811746936517 0.013808736650082 0 0 -0.00779305607884823 0.00524217172886843 0.0111117744845037 -0.00850309571348813 0 0 0 0 0 -0.00643579206311505 0 0.134269163317909 0.00475117990467644 0 0 0.0277583036282241 0 0.00254835012195943 0 0.0295416023745014 -0.0161771002838191 -0.00672859243053872 0.0354271085688883 -0.020655876343356 0.00386975527349157 0.00448411395684427 0.0405013274978572 -0.00447069490659372 0 0.124198344309205 0 0 0.0197344853523865 -0.0214947611012541 0 0 0.00158890713735763 -0.00149871272445725 0 0 0 0.0111983211997398 0 0 -0.00174215238930181 -0.00537264879977656 -0.00286971043228191 0 -0.00392824034082904 0.00405153929611998 0.00938793231286553 0 0.124994333585041 0 0 0.0637191670330626 0.00334952125906243 0.0178226019506538 -0.0228566078578939 0 0 0 0 0 0.00460856190431953 0 0.00504993359810384 -0.00420436065293471 0.0445249993857244 -0.00462978254997088 0 0 0 0.0132634828245829 0.0418158833229377 0 0.00741415551914994 -0.0132221369910137 0.118522740952423 0.016015885813619 0 0.214871119612443 -0.00567940865023663 0 0.0193081133491608 0.0148528172429534 0 0 0.0090775113299817 -0.00821409426789808 0.00783193984962522 0 0 0 0.00132416846052738 0 0 0.120958733522868 0 0 0 0 0 0 0 -0.0275112770891042 0 0.0102047467317437 0.0262396635144677 0 0 0.00122771595755539 -0.00305325498645011 0.10517476107774 0.00340504726407579 0 -0.00262437267441352 0.0136671653488668 -0.00461940127420089 0.00013493898291363 0 0 -0.0967378545528889 0 0 0 0 0.0119691351746424 0.0120440454200577 0 -0.0122393084532079 0 -0.00854251167161447 0 0 0.00611262587494713 -0.0356206389854439 0.0118573279411987 0 -0.005088237914252 0.0212192238814708 0 0 0.00992090079400398 0.0016804903902261 -0.00863593394308531 0 0.143794818629165 0 -0.215573141316078 0 0 0 0 0 0 0 0
"10" -0.0275470979339351 0 0.0152247731092938 -0.00328834107683939 0.00745633745814165 0.00175953464809111 -0.00133219576146845 -0.00232743551221242 0.00604928144140008 1 0.24969654543738 0 0.0186182393685328 0 -0.00755853838471433 -0.0136213904762567 0.00923869673039546 0 0.0402381405112686 0 0.00954211284625796 -0.0184017487629036 0 0 -0.0133078586330982 -0.0353590123910662 0.0294779669201063 0.0122017434941598 -0.0105042642873519 0.0143594613536423 0.0406272815999648 0 0 -0.0196656366897197 -0.000348789556404135 0.271102695224055 -0.0104535321642494 0.0126187548258005 0 0.170999871598438 0.0345438245945883 0.0249516755027214 0 -0.0285378860301951 0.0179701113281058 -0.0185124618351554 0 0 0 0.00359198924753789 0 0.0111952354750486 -0.0309102843596493 0 0.154033078488207 -0.00314278576285969 -0.0126144184764796 -0.192902199245404 0 0.0450690409983742 0 0.0322227502302571 0.185837339827136 0.0106216482229408 -0.00206201209497157 -0.00444793862547319 -0.0318449442460844 -0.00110741122214158 -0.00728900817353466 0.00431810068628699 0.0239318892918127 -0.0290949644680923 -0.0198995410860488 0 0 0.132048894084859 0.141796090394559 0 0.124226025277973 0 0 0 0 -0.0131983242569008 -0.0138732532042061 0.00864536218947077 -0.132354750331886 -0.000209669727757536 0 0 -0.00721523555655342 -0.00960297643235537 0.0037074992964388 0.0525704897377381 0.000369188805705354 0 0.238079927758352 0.0162488528422391 0.00296992027607996 -0.00823381488343088 -0.0231429621817073 -0.00034356310359935 0 0 0 -0.0107830420859899 -0.00760975603057485 0.0357040100761271 -0.028263362434438 0.0978818019193642 0.00338648831039505 -0.0059281734226642 0 0.0240206504152085 -0.0446589933362316 0.00205451575377902 0.00617671936153513 0 0 0 0.00660231665878361 0.00989423602372328 -0.0315875902672513 -0.0116629461808131 0.0247207440777414 0 0 0.0102313659282961 0 0 0.00898804797985029 0 0.0290614384590578 0 0 0.00734733087212578 0.009111441859354 0.0021299616549402 0 -0.0211931865163255 0 -0.0172195482515858 0.0750156431255916 -0.00244578520319328 0 0 0.2076068694533 0.0333167299219647 0 0.0337789199649932 0.00948788446107119 0.0089898093573042 0 0.310077659708315 0.00278502257478612 -0.0258289886498907 0.184934232525927 -0.0331207383917714 0 -0.00633372116122692 -0.0294122848631908 0.213179319867861 0 0.041694919405737 -0.00986546746727603 -0.0179216651980025 -0.023347439615725 -0.0120426124793753 0 0 0.0176859936129509 0 0 0 -0.0155765779475633 0 -0.0263535800540003 0 0.0859702922885978 0.0263853003880748 -0.00745456043617957 -0.0286757436564269 -0.0221833820238027 0.00714434953244342 0 0 0.00736434216049433 -0.0014195741411332 0 0 0 -0.0458277822718674 0.0115828821408673 0.0119094256903156 -0.0303079314329263 0.0167503877907189 -0.0270762390985407 -0.00288551226912145 -0.0210298048579806 -0.0108878102552501
