"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67"
"44" 2.43982059897119e-21 8.03798440077562e-21 -0.0544062381491438 2.30337441790859e-21 0 0.0990100365007996 0 0 0 0 -0.0360914757116693 0 -0.0482238308634385 0 0 0 -1.03224701711716e-21 0.0219913365368511 -0.014831131473072 0.00179696454671548 0.00752767614458436 0 0.0145756248148609 0 0.0231095425345786 0.0238863607412468 -0.0400831973144426 0 0 -0.00633864642279776 0.00424010841888538 -0.00207417698658915 -0.0137321104452714 0.0070156628907527 0.0791080843541792 0 0.173129818544193 0 0.394225409280479 0.28271771302496 0.314287614996524 0.367098073364101 0 1 0.0480092460885129 0 0.0499034057048279 0.377914677441223 0.404207349482652 0 0.0456232245897349 0.379655692769753 0 0.320582684134906 0.19108491288487 -0.00705536650116871 0 0 0 0.354672045070863 0 0 0 0.182964712604503 -0.025225963641556 0 0
"45" 0 0 0.00364791426245812 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00811912034973231 0.51226536645756 -0.00335738731826638 0 0 0 0 0 0 0.0602521147473053 0 0 0 0.05830397888472 -0.0184883144534414 0 0.0127571964471918 0 0 0 0 0 0.338597395910868 0 0 0 0.0480092460885129 1 0 0.3064553193038 0 0 0 0 0 0 -0.000157268623905533 0 0 0 0 0 0 0 0 0 0 0.051694625310379 0 0
"46" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"47" 0 1.76694219081863e-22 -0.0208155314454072 0 0 0.122456621017844 -0.0393445104875098 0 0 0 0 0 0.278252992363354 0 -6.42778709162447e-22 0 8.41068982035306e-23 0.0278378855688383 0.0510190804802772 0.012517576981198 0.0279242636948216 6.24405739083037e-22 0 0 -0.0263237744648106 0.126329147114036 0.272492124711343 0 0 0.310055513855515 0.353119814111542 0.450251864092733 0.377213105506026 0.0404667558177799 0.0936391328404158 0 0.448381369986613 0.251548467784109 0.329989634994828 0.371470473675624 0.314296645120822 0.285347523180844 0 0.0499034057048279 0.3064553193038 0 1 0 0.430635988514706 0 0.229295200042415 0.0165514269324026 0 0.389777484744915 0.0653120939547371 0 0 0 0 0 0.31932201261186 0 0 0.279897422130493 0.409689358008773 0 0
"48" 2.30189482714535e-22 0 0 7.07441624827493e-21 0 0 0 0 0 0 0.474595974575383 0 0 0 0 4.49398510812241e-21 0 0 0.00398937827352793 0 0 0 0 0 0 0.0166413402918961 -0.0126822103922708 0 0 0 0 0 0 0 0 0.35787914854268 0 0 0 0 0 0 0.469540906016176 0.377914677441223 0 0 0 1 0 0 0.317104826600512 0 0 0.325450334997606 0 0 0 0 0 0.417499177175643 0 0 0 0.436220024768832 0 8.66540928299214e-21 0
"49" 0 -1.00504814921811e-20 0.000824483934567048 5.24985839705365e-21 0 0.058307335108767 0 0.00159518461603984 0.029428121366633 1.90709306610841e-21 0 0 0.086982678049116 0.0203720825650383 0 0 0 -0.0300146151046109 -0.0190424537092579 -0.027094902447932 -0.0319020026111508 0 0 0 -0.0898148424012584 0.00948661212054091 0.0930044072930674 0 0 0.0132416762522373 -0.0309808580322277 0.343908017066108 0.435038875385745 0 0 0 0.380782935098201 0 0.406690519493149 0.40670071261331 0.475400244196247 0.34897284188271 0 0.404207349482652 0 0 0.430635988514706 0 1 0 0.32136918431568 0.320241510429027 0 0.474274256400614 0.35418553789306 0.38332181267103 0 0 0 0 0 0 0 0.409869811579951 0 0 0
"50" 0 0 0.652766720197552 0 0 0.00900532743510865 0 0 0 1.49125878382132e-21 0 0 -0.0229430897137441 0.00695396911071503 0 0 0 -0.0115449570511834 0 0 0 0 0 0 -0.0112335965250112 0 0 0 0 0 0 0 0 0 0 0 0 0 0.335371509933219 0 0 0 0 0 0 0 0 0 0 1 0 0.0632614621538647 0 0 0.465043755119242 0 0 0 0 0 0 0 0 0 0 0 0
"51" -5.00533772142454e-22 1.10214327526882e-21 0 8.57349161155571e-21 0 0 0 0 0 0 0.280243072480454 0 0 0 9.25609715149847e-22 0 0 0 -0.028197037046272 0.0517016775093106 0 0 0 0 -0.380378920896055 0.26921741340677 0.317195399644449 0 0 0 0.00829621529777955 0.331098595029827 0 0 0 0 0.339848233553107 0 0 0.215482433290907 0 0 0 0.0456232245897349 0 0 0.229295200042415 0.317104826600512 0.32136918431568 0 1 0 0 0.33356139970869 0 0.29366548864861 0 0 0.244878618397055 0.258876725281369 0.221534180332486 0 0 0.303131325681696 0 0 0
"52" 0 -5.56948956056686e-21 0.00838982592419237 0 0 -0.0423151499084948 0 -0.0102458092895574 -0.0149377612445057 3.22349023326423e-21 0 0 -0.0362308976520671 0.00577288852305216 0 0 0 -0.0113458650907381 0 0 -0.00297281254470827 0 -0.022956655178194 0 0.000352717563325162 0 0.0468100102538176 0 0 -0.00949930052077516 0.00768635516938872 0.00748482828716265 0.0250323623030824 0 0.39514444935767 0 0.0393122001248903 0 0.414714435678398 0 0.377612122245094 0 0 0.379655692769753 0 0 0.0165514269324026 0 0.320241510429027 0.0632614621538647 0 1 0 0 0.358707416729402 0.0700786208231904 0 0 0 0 0 0 0 0.0300632990779447 0 0 0
"53" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2.15350719984617e-22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3.30784411041914e-21 0 0
"54" 0 -4.90874024760625e-21 0.000477361010968106 0 0 0.076385773472514 0 0 0 0 0 0 0.0686180985754565 0.0283772884565429 0 0 0 -0.0409014289642049 -0.00413284184899561 -0.0382097664040712 -0.00160234030363961 -2.00093900652767e-21 0 0 -0.0499955905770224 0.0153674549035497 0.126380286777454 0 0 0.0123402097177372 0.0268927860960591 0.289798020774075 0 0.440026354661265 0.399457370130922 0 0.361515134934203 0.445341568053288 0.484786061619216 0.530788777781122 0.424742897643866 0 0 0.320582684134906 -0.000157268623905533 0 0.389777484744915 0.325450334997606 0.474274256400614 0 0.33356139970869 0 0 1 0.459213026082639 0.322161214014907 0 0 0 0 0 0 0 0.301717768940007 0.290550480662686 0 0
"55" 0 2.02776527992827e-20 0.448064889795298 0 0 0.106333889755192 0 0 0.0116053857376138 0 0 0 0.0294385244196234 -0.00407371379169635 0 0 0 0.000762916532209881 -0.00612092375468547 0.0110192345829959 0.0166450012361779 1.2457860117755e-20 0.0124219921391472 0 -0.0465403588774595 -0.032859381528659 -0.00780010658112022 0 0 -0.0126620167915633 -0.0432081027998531 -0.016940773071868 0.10429478947149 0.490270383255248 0.608425941341692 0 0.0164903804151193 0.510854239760282 0.525436747113587 0.414805291916147 0.426441558278003 0.260851501356628 0 0.19108491288487 0 0 0.0653120939547371 0 0.35418553789306 0.465043755119242 0 0.358707416729402 0 0.459213026082639 1 0.297463842986114 0 0 0 0 0 0 0 0.0923906102501773 -0.00245626439400758 0 0
"56" 0 0 0.033830730321561 3.37750232045496e-21 0 -0.0352474815417103 0 0.0660160046629872 0.361403845979327 1.27053231467135e-21 0 0.379477527446436 0.206201801700319 -0.0341409924179602 0 0 0 0.0468314245197608 0 0 0 0 0.079710641763462 0 -0.30911557503838 0 0.258946753623819 0 0 0 0 0 0.30267685829465 0 0 0 0 0 0 0 0.35535434946569 0 0 -0.00705536650116871 0 0 0 0 0.38332181267103 0 0.29366548864861 0.0700786208231904 0 0.322161214014907 0.297463842986114 1 0 0 0 0 0 0 0 0.363266376128311 0 0 0
"57" 1.43946804512569e-22 0 0 0 -4.02272710464959e-21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0286544877936538 0 0 0.0462163458167857 0 0 0.391185052414917 0 0 0 0 0 0 0.457434752964438 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0.376309592464238 0 1.23376299952386e-20 0 0 0 0 0
"58" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"59" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -6.7678696888737e-22 0 0 0 0.011477400467503 0 0 4.32503408622801e-21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.244878618397055 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"60" -6.93197039159281e-22 0 0 0 1.8231382025886e-21 0 0 0 0 0 0.182607634580237 0 0 0 -1.56580437986907e-21 1.8879900992369e-21 0 0 0 0.00551929296566883 0 0 0 0 0 0.0222719176014096 -0.00193335583910858 0 0.073314273188843 0 0 0 0 0 0 0.481890907440846 0.226213652454601 0 0 0 0 0.374025285831927 0.363028092418892 0.354672045070863 0 0 0 0.417499177175643 0 0 0.258876725281369 0 0 0 0 0 0.376309592464238 0 0 1 0.484551389834548 0 0.339872272215457 0.249018907906018 0 2.26164034622467e-21 0
"61" -4.31447436864915e-22 0 0 0 4.32100490560365e-21 0 0 0 0 0 0.000281449370632274 0 0 0 9.70245472498178e-22 -2.11274576218941e-21 0 0 0 -0.0173072269336635 0 0 0 0 0 0.00334324452161705 0.0986647996176612 0 0.0249750721484452 0 0 0 0 0 0 0.380906457254176 0.426797039781219 0 0 0 0 0.39404602781142 0.294137735400301 0 0 0 0.31932201261186 0 0 0 0.221534180332486 0 0 0 0 0 0 0 0 0.484551389834548 1 0 0 0 0.324387918613482 0 0
"62" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.24359865221208e-21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.23376299952386e-20 0 0 0 0 1 0 0 0 0 0
"63" 0 0 0 0 0 0 0 0 0 0 -0.0786705331887594 0 0 0 0 -1.26209583802168e-21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0345003743477259 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.339872272215457 0 0 1 0 0 -1.58548625907202e-21 7.29130303601475e-21
"64" -1.01145059666234e-21 0 0 7.7773954793468e-21 0 -0.00770734008675238 0 0.391320892644971 0.354698920752763 6.43640782345301e-22 0.523156396995832 0 -0.00596684737333323 -0.0165036096672685 0 0 0 -0.012166959917743 -0.00324538209229227 0 0 0 0 0 -0.0425221464893935 -0.00913238783801763 0.095165449906362 0 0 0 -0.0114684126961865 0.0439543440887672 0.458932759984519 0 0 0 0 0 0.184177107744055 0 0.287115820388031 0.280707572687929 0.324472701837777 0.182964712604503 0 0 0.279897422130493 0.436220024768832 0.409869811579951 0 0.303131325681696 0.0300632990779447 0 0.301717768940007 0.0923906102501773 0.363266376128311 0 0 0 0.249018907906018 0 0 0 1 0 0 0
"65" 0 -2.21652810180697e-21 0 0 0 -0.0782789408560875 0.0258427721461494 0 0 0 0 0 0 0 0 0 2.79618109252852e-21 0.025218619950355 -0.00219069145062299 0.0458562819648612 0.451626696292783 0 0 0 0 0.403305951677432 0.480044011180912 0 0 0 0.420182775856975 0.391001131470369 0 0.0509189167656751 -0.0371537863633389 0 0.294934565640204 0 0 -0.0510570541187841 0 0 0 -0.025225963641556 0.051694625310379 0 0.409689358008773 0 0 0 0 0 3.30784411041914e-21 0.290550480662686 -0.00245626439400758 0 0 0 0 0 0.324387918613482 0 0 0 1 0 0
"66" 0 0 0 0 0 0 0 0 0 0 1.60831589357026e-21 0 0 0 0 -2.15350719984444e-22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.73587916985144e-21 0 0 0 0 8.66540928299214e-21 0 0 0 0 0 0 0 0 0 0 0 2.26164034622467e-21 0 0 -1.58548625907202e-21 0 0 1 0
"67" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.29130303601475e-21 0 0 0 1
