"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100"
"1" 1 -0.00338127511338494 -0.0303655515225874 0 -0.0324755874584221 0.012582055751934 0 -0.0228842617205448 0.0221505095585785 0 0.0365025375420344 0.0903699398643966 0.173775710228125 0 0.189636610665042 0.334014543760916 0.171146034056195 0 0.162627043955223 0.034385480596625 0.0465311707472287 0 0 0.153391904889952 0.00260307467745033 0 0.0760070833838581 0 0 0.255502200781752 0.210725633341527 0.0159191856773873 0 0.179948117735996 -0.00334763565835522 0 0.0588541605339832 0.298925711719476 0.119061311504672 0.209573717744275 0.109071619480789 0 0 0 0.0420923408914992 0 0.211317464363784 0.167548821676101 0.239027961652445 0.197746118790625 0.118392058260195 0 0.281891054904603 0.132197869036085 0.185619928677297 0.243659247320337 0.0435084228895395 0.220094916965902 0 0.213771545967301 0.0460857816730706 0.190117591223541 0.143439129049566 0 0.123976040611075 0.214654988484485 0.0557816120196257 0.191249545078944 -0.0341968086021228 0 0.166767029538397 0.122620308543773 0 0.162670074903002 0.244534610958957 0 0.0359414720289374 0.193947432723833 0.192155662585521 0.0119103974755257 0.03556394383977 0 0.0261127501189851 0.247058716698875 0.167788786828669 0.305626985023143 0 0 0 0 0.0202660776766365 0.222904774545627 -0.133159939034122 -0.0320842222331687 0.0180997344989153 0.0278396218659732 -0.0702668495149281 -0.0154222496623912 0.0256834042368782 -0.157506393170307
"2" -0.00338127511338494 1 0.234292224154286 0 0.000840522175163295 -0.00714955774932797 -0.0278411085917491 -0.0248861426389717 -0.00159216079554997 0 -0.0328092513721159 0.272217889744882 0.0207083498992909 0.0146675084735752 -0.000772124855934993 0.057608522977431 0.0104637796108512 0 0.121233177540327 -0.0198915039598386 0.241438826301298 0 0.0356504086041842 0.180583418438303 0.129592111245835 0 0.262349452872375 0 -0.0483042531000628 0.0267975033195404 0.173961736611815 0 0.00842549658651695 -0.0361806633151401 0 0 -0.269192670911177 -0.0738967735842944 0.139756112345022 -0.00566638558266583 0.253012762750779 0.191668687479831 0 0 0.0690537396716678 -0.04460383309334 0 -0.185468691845675 -0.0356170606144317 -0.00441151888498222 0.0299134393864587 0.252290885578051 0.0183375129330029 0.0145629751969259 0.0313989295710524 0 0.0452963324215298 -0.0281993251681206 0 0.0721833187830102 0 0 0.157417016022114 0 0 -0.00746806927422151 -0.000767267667897195 -0.00805093415351097 0.04726527377941 -0.00307130383135277 0 0.000359481936718312 0 0.138381983578185 0 -0.0128349721388853 -0.0426678653953181 0 -0.15457759549166 0.248489219490992 0.0123111135073173 0 0.296669586558205 0.00773892615111967 0 0.0585903879610077 0 0 0 -0.126134529546309 -0.244222837623721 0 -0.232767352637106 -0.196765756087508 -0.239261563538828 -0.205709919033243 -0.209240908930893 -0.23596449096559 -0.228315578120727 -0.163093236428971
"3" -0.0303655515225874 0.234292224154286 1 0 0.0174512254147882 -0.013645068348994 0.0157266617464944 -0.00108687485392669 -0.00109797525944392 0 -0.00996581505238923 0.0142691361644955 0.0212329702468187 0.0933125175708586 0.0659486771592643 0.253365171454422 0 -0.171120590853675 0.249205830287811 -0.0177011736066456 0.414982767556378 0 0 0.227884126985528 -0.0213921158282173 0.311358782931791 0.398995312910819 0 -0.0350251090582166 0.213798347042929 0.205161728295574 0.000326241933737678 0.0592849195977844 -0.159698245843722 0.155587921006887 -0.0265365100642513 -0.325116678413981 0.0321452493118568 -0.00655765978557386 -0.0155372823769369 0.276888937030208 0.391621650936486 -0.00633988586882321 0 0.298475206255357 0 -0.0422472248288146 -0.173362396095577 -0.0214601096022811 -0.0354870814305371 -0.0272735051223013 0.254812993108914 0.0231212869036554 0.0182589968912193 0.0867940856089656 0 0.178317187667433 0.0104206868850652 0.273761808763817 0.160472686804765 0.0342687445703166 -0.0390169142693749 0.160399223547708 0.37422214252663 0 0.268157774065109 -0.0357646178168312 -0.0283084854082791 0.368222770122446 0.0182142000036489 0.190145356945013 0 0 0.456318827345111 0.146879158982811 -0.00788398855447623 -0.175508011267633 0 0.0187559064588223 0.418711079064971 0.0284344633313846 0.142239836563531 0.377528039388065 0.000896182684891316 0 0.0555321679965808 0 -0.00962037830176529 0.273560804871697 -0.0149272570779658 -0.00921815530318518 0 -0.234165842992998 -0.197981751887004 -0.193402153082723 -0.210901631594819 -0.179952502124067 -0.231186835086316 -0.208759814344298 -0.162162911795899
"4" 0 0 0 1 0.0359332551470354 0 0 -0.0303756075115137 0 0 0.00890596002594394 0 0.011400597275877 0.135083425383876 0.25671190956939 0 0.2064608430822 -0.233027567522888 0.257840812617923 0 0.366235803343226 -0.0813598724535544 0 0 0 0.33442298871982 0 0 -0.0211609439395989 0 0.252223475202017 0.0292104784074248 0.0131519407116956 -0.204525396057654 0.214854616868358 -0.0137139745954076 -0.373834732302944 0.117087494476843 -0.0554497012583332 -0.0401719011808377 0.316107845989244 0 0.105379153834452 0.308962757797418 0 0 -0.102359494844857 -0.230245162395248 -0.00447355198734846 0 0 0.31084867641817 0 -0.0306337778343008 0.0851808653951458 0 0.153380388947509 -0.160456167836248 0.307175146398187 0.157345748596099 -0.145736553361672 -0.0150000623637518 0.0500903297414234 0.384993609180519 0 0 0.00810289995538161 -0.055632920187654 0.374011287600383 0.0168557423016964 0 0.0234027797192882 0 0.367938546391385 0.145329511724105 0.00309785341358586 -0.281416605255852 0 -0.1105147729593 0 0 0 0 -0.0106609201635275 0.0373442328598419 0.0867494976196659 0.0714172587788785 0.0327581484702872 0 0 -0.0346554778837595 0 -0.236649498412489 -0.186438785909019 -0.216504907760151 -0.17232343921304 -0.150850389585957 -0.23546004119766 -0.184848289544363 -0.112645761733653
"5" -0.0324755874584221 0.000840522175163295 0.0174512254147882 0.0359332551470354 1 -0.0242461657039881 0 0.0131845676119274 -0.0117413359984131 0 -0.00931142125510439 0 0.0154143059462655 0.172579669976955 -0.0109824756137298 0 -0.0112208613469372 0.286426892370338 -0.0218775581250847 0 0.188528178931352 0.189329662231354 0 0 0 0 0.0101160082487813 0.00239571879277012 0.219773954464244 0.0239961754265867 0 0.291148362442785 0.175613202043278 0.0352351528490375 0.230860539611395 0.00587744305973596 0.243610378535776 0.0281137148094536 0 0.0305842561774072 0.0210917588220309 0.00401565328841925 0.0118496230564508 0.210471790023689 0 -0.0267836611906678 0.137240073373044 0.0537005287482061 0.162589039038498 0.00331137014179766 -0.0142578924635907 0 0 -0.00516787508353547 0.228124380961185 0 0.239014334784422 0.0138573183510673 0.00633753256616374 0.00432920006606262 0.00616693862047257 0 0 -0.0207232757376141 0 0.0117121037822834 -0.0035220588807714 0.0412282687705769 -0.0120232263940989 0.0439446893587573 -0.0123424513605877 0 0 0.00963298061789422 0 -0.00795388198025002 -0.0358104308576621 0 0.0143174108330614 -0.0187263340436219 0.0200918339208316 0.00743789144417753 0 0.0156426437223565 0.131989690138203 0 0 -0.0116053423723207 0 0 0.25910628148533 0 -0.0164503687212319 0.00960250037913165 0.00192159275723283 0.00801223268069788 -0.00189909027879279 0.00816139781446303 -0.00372587323313046 -0.0229102934696863
"6" 0.012582055751934 -0.00714955774932797 -0.013645068348994 0 -0.0242461657039881 1 -0.294031215896614 0.00696248302951095 -0.00648718349415717 0 0.000200318553554637 0.0239953740093636 -0.00998506818206754 -0.000366601599563627 -0.0359072312097161 0.023940378140083 0.00460629639650628 -0.167716770314485 -0.00650698730301552 0.0467604274790601 0.015798559504679 0 0 -0.0228601139590305 -0.0108394291973456 -0.00252749972639431 -0.0174128956022758 0 -0.166825346031893 -0.0200457019740877 -0.19686833264666 0.205724282143798 -0.187271180640922 -0.0270129084963826 -0.179088035058494 -0.00144412213617501 -0.00597609181453172 -0.157357748495528 -0.0183631485906641 -0.024493927355502 -0.118624369807302 -0.00905239610469093 0.0219569720981094 -0.0318164376447094 0.000495372187717112 0.0215717703271573 -0.136769770005315 -0.0386833978048801 -0.221293114785006 -0.148769541802076 0.00834918109685708 -0.147965313331832 -0.0240293323249182 0.188617021332916 -0.0283668147815281 0 0.0140291899014923 0.0044140371772851 -0.00754596142303475 -0.0177513791392825 -0.0188291953789237 -0.0169845627912369 0 0.0338204252985684 0 -0.00615861238828887 0.0197587270658617 -0.0439880505808992 0.0036952069661961 0.274731165058494 0.00715685298924937 0 0 -0.00826182074151314 0.0159245123750135 0.320029109214295 0.0505843929046139 0 -0.0107164505154174 -0.0315313678693967 -0.0102910597141089 -0.0109037608469333 0.0192013949109856 -0.0308809899034178 0 -0.177678346776285 0 0.00831777404497553 0 0 -0.274886464923445 0 -0.0165189367963971 -0.0250500732066448 -0.166079544784509 -0.0368004588118753 -0.185235476423826 -0.16491747097181 -0.199254706861953 -0.0197522129658676
"7" 0 -0.0278411085917491 0.0157266617464944 0 0 -0.294031215896614 1 0 0.00166425961553619 0 0 -0.192691932059824 -0.0313771604681358 0 0 0 0 0 0 -0.208891350234046 0.0101719629565889 0 0 -0.0244200538199955 -0.268728981280422 0 -0.0065387939052669 -0.132444584958862 0 -0.00948993276460563 -0.00826014665292832 0 0 -0.0254533771155751 0 0 0 0.04191752798817 -0.00498374915393227 -0.0341560745897371 -0.00191750822947185 0 -0.00163369774628704 0 0.19769122158592 0 0 0 0.206847701408767 -0.00291453126799779 0 0.0226572055036462 -0.00316464574144824 0 0.00488138432949452 0 0 -0.165515940035564 -0.0210141437919573 -0.00400415450157639 0 0 -0.0177721470821382 0.00375713409589199 0 0 0 0 0 0 0 0.00848375974927462 -0.000557420020682285 0.0438698922629373 0.0227019890279508 -0.00893674959481263 -0.221143963549419 0 -0.0440751907845971 0 -0.0126852744931157 -0.0067216062603666 -0.0115339930325629 0 0 -0.0120960964639547 0.0102261751755515 0 -0.0130792587030117 -0.00325611858840315 0 0.0290731995439777 0 0 0 0 0 0 0 0
"8" -0.0228842617205448 -0.0248861426389717 -0.00108687485392669 -0.0303756075115137 0.0131845676119274 0.00696248302951095 0 1 0 0 0.22569704915084 0 0 0.0280328237606519 0.227778710181486 0 0.14702335134692 0.0114191784723431 0.0299804589854618 0 -0.00651013487526313 0 0 0.0256120893879015 0 0.0299046726248922 0.200872878260023 -0.0315703646887595 -0.0220777151004705 0.13539503525096 0.0090001625239383 -0.0135670019913689 0.0239917541315538 -0.00891843465221927 0.0267112185900201 0.0505768270495425 -0.0404078690830942 0 0 0 0 0.162809704314197 -0.0279907911306124 0 0.165202842089693 0 0.0348633612456571 0.00201376341244538 0.0067526314261079 0.229209028796226 0.0285708334971829 0.232022068527929 0 0.0366993134086644 -0.00623598960036934 0 0 -0.0133569715461942 -0.0111093841538067 0.137425642063721 0.0184324208040322 0 0 0.00707508709957268 0 0.142479737198699 -0.0159318554045024 0.0377779014059891 0.149114714931078 0.0239745196800692 0 0 0 0.250088272969148 0 -0.0331349313238599 -0.0306097357470871 0.00913741813652593 0.0149833646157195 0.0195155026560206 -0.00601133924048828 0.211209688618294 -0.00608555770098624 -0.0172481507708514 0 0.166871670942671 0.178152442931835 0 0 0 -0.0209980221375606 0 0.00722043055179701 -0.0359281430550353 0.00954014821429367 -0.0354458088201025 -0.028990855272057 -0.000579998731992801 0.0215616239137035 -0.053461364233788
"9" 0.0221505095585785 -0.00159216079554997 -0.00109797525944392 0 -0.0117413359984131 -0.00648718349415717 0.00166425961553619 0 1 0.230830834369696 0 0.00404707923645913 0.0272969339305926 0 0 0.0112680942929679 0 0 0.0150131129258021 0.188702300458521 -0.0132585167891433 0 0 0.00465303086884449 0.0228849759132049 0 0.00698395852970613 -0.0110117051202826 0 0.121218611996004 -0.0294084179278979 0 0 0 0 0 0.0215411499241393 0.163353025106922 -0.00348424798974839 0.183388733430738 -0.0125732469946044 -0.0113433793886211 0 0 -0.00501337971364541 0 0 -0.0126574264158899 0.163513323192166 0.169071840463436 0.0114222369534119 0 0.0383312266495908 0 0.0177270578524081 0.0374656001930772 0.00814453708010507 0.144084609387842 0 0.156774471388465 0.232345523233244 0.0102155328789399 -0.00521667917084693 0 -0.00990771716310099 0.0578697632080967 0.0142559725086319 0 0 0 0.0303610200128516 0.000808611714299205 0 -0.00751175223025104 0.0271434308310748 0 0.0116348936754204 0 0.0332081893743506 0.0192779871154131 0.0120821371763945 0 0.00758831500808245 0.162589641162027 -0.0271156115698344 0.128200136106832 0.0207307840809407 0 0 0 0 -0.0267918313521663 -0.00171635876493064 -0.0129846410277387 0.0262379046709935 0 0.00334182878847069 0.0194938163751415 0 0
"10" 0 0 0 0 0 0 0 0 0.230830834369696 1 0 0 0.156899489289412 0 0 0 0 0 0 0 0.00534117782824675 0 0 0.0981876434586608 0 0 0 0 -0.0240096754106133 0 0.000784687747252535 0 0 0 0 0 0 0 0 0.0084327484548102 -0.0101857622211697 0 0 0 0 0.194761645609518 0 0 0 0 0 0 -0.0193852636451133 0 0.163341090482499 0.151087037678416 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.013894925617135 0 0 0.00965909869091764 0 0 0 0 -0.0013191447094523 0 -0.016262685087202 0 0 0.142046194459784 0 0 0 0.00473665043322409 0 0 0 0 0 0 0 0 0 0 0 0
